Clave,Nombre,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/
24048,Villa de la Paz,3,ND,ND,ND,5,1300,ND,1,3,1363,11,ND,ND,0,0,0,9,ND,ND,ND,10,1123,ND,1,3,1396,11,ND,ND,0,0,0,4,0,0,0,10,1039,ND,1,3,1417,11,0,0,0,0,0,4,0,0,0,9,1041,7,1,5,1426,9,ND,ND,0,0,0,5,0,0,0,9,1087,7,ND,ND,1462,9,0,7,0,0,0,5,0,0,0,9,1080,7,2,5,1479,9,ND,ND,0,0,0
24049,Villa de Ramos,2,ND,ND,ND,27,552,ND,1,9,ND,ND,ND,ND,2,1,1,2,ND,ND,ND,32,5204,ND,3,9,ND,ND,ND,ND,2,1,1,2,0,0,0,32,5204,ND,3,9,ND,ND,ND,ND,2,1,1,31,0,0,0,32,5467,20,6,16,ND,ND,ND,ND,2,1,1,32,0,0,0,35,5774,20,ND,ND,9005,45,ND,ND,2,1,1,36,0,0,0,35,7268,20,9,19,ND,ND,ND,ND,2,1,1
24050,Villa de Reyes,3,ND,ND,ND,45,2839,ND,7,13,9335,50,ND,ND,30,27,11,8,ND,ND,ND,49,3545,ND,8,15,9834,50,0,5,32,27,11,8,0,0,0,55,3545,ND,9,16,10427,50,0,5,32,27,11,8,0,0,0,46,3716,29,13,23,10767,50,0,9,32,27,11,10,0,0,0,46,4262,29,ND,ND,11003,50,0,9,32,27,13,15,0,0,0,46,5460,30,15,24,11407,50,ND,ND,32,27,13
24051,Villa Hidalgo,1,1,1,ND,32,932,ND,1,1,4526,37,ND,ND,0,0,0,1,1,1,NS,31,1162,ND,3,6,4599,37,0,2,0,0,0,19,1,1,0,32,4385,ND,3,6,4728,37,0,2,0,0,0,20,1,1,0,32,4484,22,4,13,4406,35,ND,ND,0,0,0,21,1,1,0,34,4537,24,ND,ND,4516,35,ND,ND,0,0,0,21,1,1,NS,37,2965,26,6,15,4621,35,ND,ND,0,0,0
24052,Villa Juárez,1,ND,ND,ND,12,2364,ND,2,4,3625,19,ND,ND,0,0,0,7,ND,ND,ND,19,4333,ND,2,4,3612,19,4,8,0,0,0,9,0,0,0,19,4370,ND,2,5,3741,19,8,14,0,0,0,9,0,0,0,18,3548,11,2,5,3846,19,ND,ND,0,0,0,9,0,0,0,18,3613,12,ND,ND,3919,19,ND,ND,0,0,0,9,0,0,0,18,2504,12,3,5,4021,19,ND,ND,0,0,0
24053,Axtla de Terrazas,1,ND,ND,ND,39,1600,ND,2,4,6952,58,ND,ND,0,0,0,3,ND,ND,ND,52,2257,ND,2,5,7261,59,0,3,0,0,0,3,0,0,0,54,2257,ND,3,6,7512,53,ND,ND,0,0,0,4,0,0,0,54,2472,43,4,4,7740,52,1,0,0,0,0,5,0,0,0,55,2632,43,ND,ND,8173,52,3,2,0,0,0,6,0,0,0,57,3945,51,4,4,8281,52,ND,ND,0,0,0
24054,Xilitla,7,ND,ND,ND,137,1343,ND,2,4,9370,83,1,0,0,0,0,7,ND,ND,ND,111,1407,ND,3,13,9720,84,ND,ND,0,0,0,7,0,0,0,111,1407,ND,3,13,9990,83,1,0,0,0,0,7,0,0,0,109,1574,59,8,47,10409,81,1,2,0,0,0,9,0,0,0,110,2182,63,ND,ND,10666,81,1,3,0,0,0,15,0,0,0,110,3947,64,11,50,10878,81,ND,ND,0,0,0
24055,Zaragoza,1,ND,ND,ND,40,1193,ND,2,7,4413,52,ND,ND,1,1,0,2,ND,ND,ND,46,2233,ND,2,10,4576,53,0,0,1,1,0,18,0,0,0,49,4824,ND,2,10,4752,52,2,14,1,1,0,18,0,0,0,39,3094,17,3,19,4913,52,ND,ND,1,1,0,21,0,0,0,41,3230,17,ND,ND,5035,52,2,3,1,1,0,21,0,0,0,41,3089,18,5,21,5196,52,2,3,1,1,0
24056,Villa de Arista,2,ND,ND,ND,39,1736,ND,2,5,3756,25,ND,ND,0,0,0,10,ND,ND,ND,40,3070,ND,2,6,3954,25,1,5,0,0,0,10,0,0,0,40,3070,ND,2,6,4083,22,1,5,0,0,0,13,0,0,0,35,3273,14,3,11,4227,27,ND,ND,0,0,0,14,0,0,0,35,3366,14,ND,ND,4256,27,ND,ND,0,0,0,14,0,0,0,35,2365,14,6,13,4414,27,ND,ND,0,0,0
24057,Matlapa,2,ND,ND,ND,35,845,ND,1,6,6010,60,ND,ND,0,0,0,2,ND,ND,ND,46,1342,ND,2,9,6166,60,0,1,0,0,0,2,0,0,0,49,1342,ND,2,9,6189,58,0,1,0,0,0,47,0,0,0,24,2761,10,2,15,6248,58,ND,ND,0,0,0,48,0,0,0,24,2846,14,ND,ND,5908,58,ND,ND,0,0,0,48,0,0,0,37,2021,27,2,18,5975,58,ND,ND,0,0,0
24058,El Naranjo,1,ND,ND,ND,38,3050,ND,1,3,5271,21,ND,ND,0,0,0,1,ND,ND,ND,36,4416,ND,3,7,5496,21,0,4,0,0,0,21,0,0,0,37,4942,ND,3,8,5765,21,ND,ND,0,0,0,22,0,0,0,31,5044,19,4,15,5958,22,ND,ND,0,0,0,23,0,0,0,32,5097,20,ND,ND,6023,22,1,1,0,0,0,24,0,0,0,32,5220,20,7,15,6192,22,ND,ND,0,0,0
24996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,ND,ND,0,0,0
24997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25001,Ahome,60,47,3182,85,76,108933,116,60,60,ND,ND,64,130,0,0,0,60,47,3182,85,76,108933,116,60,60,ND,ND,ND,ND,0,0,0,60,47,3182,85,77,109985,117,63,63,ND,ND,ND,ND,0,0,0,60,47,3182,85,77,109985,117,68,68,ND,ND,ND,ND,0,0,0,60,47,3182,85,77,109985,117,70,71,ND,ND,ND,ND,0,0,0,61,47,3182,84,77,109985,117,70,71,ND,ND,ND,ND,0,0,0
25002,Angostura,27,12,232,7,24,12923,56,31,31,ND,ND,ND,ND,0,0,0,27,12,232,7,24,12923,56,32,32,ND,ND,ND,ND,0,0,0,28,12,232,7,24,12975,56,32,32,ND,ND,ND,ND,0,0,0,29,12,232,7,25,13035,59,33,33,ND,ND,ND,ND,0,0,0,29,12,232,7,25,13035,59,34,34,ND,ND,ND,ND,0,0,0,30,12,262,7,25,14158,59,34,34,ND,ND,ND,ND,0,0,0
25003,Badiraguato,84,0,0,0,85,4997,85,1,1,ND,ND,2,2,4035,2952,1632,85,0,0,0,86,5019,86,1,1,ND,ND,ND,ND,4035,2952,1988,87,0,0,0,86,5029,86,1,1,ND,ND,ND,ND,4035,3056,1241,89,0,0,0,92,5594,98,2,2,ND,ND,ND,ND,4035,3087,1753,91,0,0,0,94,5739,100,2,2,ND,ND,ND,ND,4035,2952,1710,96,0,0,0,96,5804,102,2,2,ND,ND,ND,ND,4035,2365,1744
25004,Concordia,49,0,0,0,42,6950,45,12,12,ND,ND,ND,ND,0,0,0,49,0,0,0,42,6950,45,12,12,ND,ND,ND,ND,0,0,0,50,0,0,0,42,6978,45,12,12,ND,ND,ND,ND,0,0,0,50,0,0,0,43,7059,47,12,12,ND,ND,ND,ND,0,0,0,51,0,0,0,44,7087,48,12,12,ND,ND,ND,ND,0,0,0,51,0,0,0,44,7281,48,12,12,ND,ND,ND,ND,0,0,0
25005,Cosalá,73,0,0,0,72,3449,76,2,2,ND,ND,ND,ND,3400,2100,737,73,0,0,0,72,3449,76,3,3,ND,ND,ND,ND,3400,2100,967,73,0,0,0,72,3474,76,3,3,ND,ND,ND,ND,3400,2043,911,73,0,0,0,73,3573,77,4,4,ND,ND,ND,ND,3400,2580,1498,73,0,0,0,75,3618,79,4,4,ND,ND,ND,ND,3400,2100,1499,82,0,0,0,77,3763,80,5,5,ND,ND,ND,ND,3966,2100,834
25006,Culiacán,240,29,2690,74,186,217984,273,66,66,ND,ND,143,137,1073,685,740,240,29,2690,74,187,218028,274,67,67,ND,ND,143,137,1073,686,572,241,29,2690,74,188,220744,275,69,69,ND,ND,ND,ND,1073,715,508,241,29,2690,74,193,222018,283,76,76,ND,ND,ND,ND,1073,726,481,245,29,3190,74,197,222422,288,81,81,ND,ND,237,145,1073,686,605,246,29,3190,77,199,269124,290,83,83,ND,ND,275,228,1073,864,407
25007,Choix,79,0,0,0,79,6148,79,1,1,ND,ND,ND,ND,4568,2408,ND,80,0,0,0,80,6306,80,1,1,ND,ND,ND,ND,4568,2408,ND,80,1,8,0,81,6457,81,1,1,ND,ND,ND,ND,4568,2408,ND,80,1,8,0,87,6644,87,3,3,ND,ND,ND,ND,4568,2408,ND,80,1,8,0,87,6644,87,4,4,ND,ND,ND,ND,4568,2408,ND,80,1,8,NS,87,6673,87,4,4,ND,ND,ND,ND,4568,2408,ND
25008,Elota,63,2,7,0,59,11823,69,8,8,ND,ND,ND,ND,810,345,245,63,2,7,0,59,11874,69,9,9,ND,ND,ND,ND,810,345,245,63,2,7,0,59,11925,69,10,10,ND,ND,ND,ND,810,345,262,63,2,7,0,59,11925,69,15,15,ND,ND,ND,ND,810,415,261,63,2,7,0,59,11925,69,16,16,ND,ND,26,10,810,345,265,63,2,7,NS,59,12790,69,17,17,ND,ND,ND,ND,810,345,266
25009,Escuinapa,20,0,0,0,16,13809,24,1,1,ND,ND,ND,ND,14,12,8,21,0,0,0,16,13809,24,1,1,ND,ND,ND,ND,14,13,7,22,0,0,0,16,13834,24,1,1,ND,ND,ND,ND,14,13,7,22,0,0,0,16,13834,24,2,2,ND,ND,ND,ND,14,13,11,23,0,0,0,16,13834,24,2,2,ND,ND,12,13,14,13,7,22,0,0,0,16,13971,24,2,2,ND,ND,ND,ND,14,13,7
25010,El Fuerte,73,10,275,8,109,20350,116,10,10,ND,ND,ND,ND,4507,3060,3290,74,14,383,10,110,20399,117,10,10,ND,ND,ND,ND,4507,3060,4136,74,14,383,10,111,20648,120,17,17,ND,ND,ND,ND,4507,3137,3517,74,14,383,10,115,21372,125,19,19,ND,ND,ND,ND,4507,3137,3771,75,14,383,10,116,21376,126,19,19,ND,ND,ND,ND,4507,3060,4150,76,14,383,11,116,22344,126,19,19,ND,ND,ND,ND,4507,3300,4167
25011,Guasave,82,24,753,22,96,57141,146,48,48,ND,ND,ND,ND,0,0,0,82,23,753,22,96,57141,146,49,49,ND,ND,ND,ND,0,0,0,82,23,753,22,96,57192,146,50,50,ND,ND,ND,ND,0,0,0,82,23,753,21,96,57192,146,53,53,ND,ND,ND,ND,0,0,0,82,23,753,21,96,57192,146,56,56,ND,ND,27,ND,0,0,0,82,23,753,21,99,61184,149,59,59,ND,ND,ND,ND,0,0,0
25012,Mazatlán,107,0,0,0,57,123884,69,6,6,ND,ND,ND,ND,14,13,1,107,0,0,0,57,123884,69,6,6,ND,ND,ND,ND,14,14,1,107,1,1500,22,57,123970,69,6,6,ND,ND,ND,ND,14,14,1,107,1,1500,22,57,123970,69,8,8,ND,ND,ND,ND,14,13,3,109,1,1500,38,57,123970,69,8,8,ND,ND,ND,ND,14,13,2,109,1,1500,38,58,140871,70,8,8,ND,ND,ND,ND,336,275,49
25013,Mocorito,71,4,100,3,69,10830,73,4,4,ND,ND,ND,ND,0,0,0,72,4,100,3,69,10830,73,4,4,ND,ND,ND,ND,0,0,0,73,4,100,3,69,10844,73,5,5,ND,ND,ND,ND,0,0,0,73,4,100,3,69,10844,73,5,5,ND,ND,ND,ND,0,0,0,73,4,100,3,69,10844,73,6,6,ND,ND,3,0,0,0,0,73,4,100,3,71,11060,75,6,6,ND,ND,ND,ND,0,0,0
25014,Rosario,46,0,0,0,53,13244,66,3,3,ND,ND,ND,ND,13,10,7,46,0,0,0,53,13244,66,4,4,ND,ND,ND,ND,13,12,8,46,0,0,0,53,13263,66,4,4,ND,ND,ND,ND,13,12,7,46,0,0,0,53,13263,66,5,5,ND,ND,ND,ND,13,12,11,46,0,0,0,53,13263,66,6,6,ND,ND,ND,ND,13,12,6,45,0,0,0,53,13274,66,6,6,ND,ND,ND,ND,13,12,1
25015,Salvador Alvarado,41,1,2,0,29,21238,35,7,7,ND,ND,1,6,303,78,85,43,1,2,0,29,21238,35,7,7,ND,ND,ND,ND,303,78,14,43,1,2,0,29,21267,35,7,7,ND,ND,ND,ND,303,260,129,43,1,2,0,30,21370,36,8,8,ND,ND,ND,ND,303,90,80,45,1,2,0,30,21370,36,9,9,ND,ND,ND,ND,303,78,79,45,1,2,NS,30,24051,36,9,9,ND,ND,ND,ND,265,113,41
25016,San Ignacio,56,0,0,0,56,6700,64,14,14,ND,ND,ND,ND,0,0,0,56,0,0,0,56,6700,64,14,14,ND,ND,ND,ND,0,0,0,56,0,0,0,56,6712,64,14,14,ND,ND,ND,ND,0,0,0,56,0,0,0,58,6879,67,14,14,ND,ND,ND,ND,0,0,0,56,0,0,0,58,6879,67,15,15,ND,ND,ND,ND,0,0,0,56,0,0,0,58,7039,67,15,15,ND,ND,ND,ND,0,0,0
25017,Sinaloa,102,4,75,2,98,18041,142,12,12,ND,ND,ND,ND,3311,1930,1359,102,4,75,2,98,18041,142,13,13,ND,ND,ND,ND,3311,1930,1365,102,4,75,2,102,18130,145,16,16,ND,ND,ND,ND,3311,2120,1283,102,4,75,2,102,18130,145,16,16,ND,ND,ND,ND,3311,1811,1371,103,4,75,2,102,18130,145,17,17,ND,ND,ND,ND,3311,1930,1447,104,4,75,2,104,18545,147,22,22,ND,ND,ND,ND,3388,1870,1297
25018,Navolato,35,3,75,2,38,33686,138,30,30,ND,ND,ND,ND,0,0,0,35,4,135,4,38,33686,138,30,30,ND,ND,ND,ND,0,0,0,35,4,135,4,38,33714,138,31,31,ND,ND,ND,ND,0,0,0,35,4,135,4,38,33714,138,33,33,ND,ND,ND,ND,0,0,0,35,4,135,4,38,33714,138,35,35,ND,ND,ND,ND,0,0,0,36,3,115,3,39,37061,139,36,36,ND,ND,ND,ND,0,0,0
25996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,940143,0,0,0,0,0,0
25997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26001,Aconchi,4,0,0,0,ND,741,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,3,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,3,0,0,0,1,576,1,1,1,ND,ND,ND,ND,0,0,ND,3,0,0,0,4,571,4,2,2,ND,ND,ND,ND,0,0,0,3,0,0,0,4,573,4,2,2,ND,ND,ND,ND,0,0,0
26002,Agua Prieta,12,0,0,0,ND,18865,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,47,0,0,0,ND,ND,ND,ND,ND,ND,ND,7,3,0,0,ND,47,0,0,0,8,20337,8,1,1,ND,ND,ND,ND,0,0,ND,47,0,0,0,8,21379,8,1,1,ND,ND,ND,ND,0,0,0,47,0,0,0,8,21870,8,1,1,ND,ND,ND,ND,0,0,0
26003,Alamos,6,0,0,0,ND,2436,ND,ND,ND,ND,ND,ND,ND,1054,990,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,1054,990,ND,351,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,1054,990,ND,351,0,0,0,98,2836,98,2,2,ND,ND,ND,ND,1054,990,ND,351,0,0,0,102,2992,102,2,2,ND,ND,ND,ND,1054,990,ND,351,0,0,0,102,2992,102,2,2,ND,ND,ND,ND,1054,990,ND
26004,Altar,14,0,0,0,ND,2935,ND,ND,ND,ND,ND,ND,ND,13,12,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,13,12,ND,217,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,13,12,ND,217,0,0,0,3,2570,3,1,1,ND,ND,ND,ND,13,12,ND,217,0,0,0,3,2560,3,1,1,ND,ND,ND,ND,13,12,ND,217,0,0,0,3,2713,3,1,1,ND,ND,ND,ND,13,12,ND
26005,Arivechi,5,0,0,0,ND,649,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,3,289,3,1,1,ND,ND,ND,ND,0,0,ND,5,0,0,0,3,222,3,1,1,ND,ND,ND,ND,0,0,0,5,0,0,0,4,289,4,3,3,ND,ND,ND,ND,0,0,0
26006,Arizpe,12,0,0,0,ND,1086,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,129,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,129,0,0,0,6,696,6,1,1,ND,ND,ND,ND,0,0,ND,129,0,0,0,7,705,7,2,2,ND,ND,ND,ND,0,0,0,129,0,0,0,7,696,7,2,2,ND,ND,ND,ND,0,0,0
26007,Atil,4,0,0,0,ND,227,ND,ND,ND,ND,ND,ND,ND,62,40,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,62,40,ND,16,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,62,40,ND,16,0,0,0,1,314,1,1,1,ND,ND,ND,ND,62,40,ND,16,0,0,0,1,314,1,1,1,ND,ND,ND,ND,62,40,ND,16,0,0,0,1,314,1,1,1,ND,ND,ND,ND,62,40,ND
26008,Bacadéhuachi,1,0,0,0,ND,420,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,1,472,1,1,1,ND,ND,ND,ND,0,0,ND,5,0,0,0,1,473,1,1,1,ND,ND,ND,ND,0,0,0,5,0,0,0,1,472,1,1,1,ND,ND,ND,ND,0,0,0
26009,Bacanora,7,0,0,0,ND,253,ND,ND,ND,ND,ND,ND,ND,14,13,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,14,13,ND,28,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,14,13,ND,28,0,0,0,5,306,5,2,2,ND,ND,ND,ND,14,13,ND,28,0,0,0,5,324,5,2,2,ND,ND,ND,ND,14,13,ND,28,0,0,0,5,324,5,2,2,ND,ND,ND,ND,14,13,ND
26010,Bacerac,2,0,0,0,ND,447,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,13,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,13,0,0,0,4,443,4,1,1,ND,ND,ND,ND,0,0,ND,13,0,0,0,4,414,4,1,1,ND,ND,ND,ND,0,0,0,13,0,0,0,4,443,4,1,1,ND,ND,ND,ND,0,0,0
26011,Bacoachi,14,0,0,0,ND,394,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,50,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,50,0,0,0,2,443,2,1,1,ND,ND,ND,ND,0,0,ND,50,0,0,0,3,561,3,1,1,ND,ND,ND,ND,0,0,0,50,0,0,0,3,561,3,2,2,ND,ND,ND,ND,0,0,0
26012,Bácum,26,0,0,0,ND,4724,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,109,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,109,0,0,0,14,1292,14,7,7,ND,ND,ND,ND,0,0,ND,109,0,0,0,14,1292,14,1,1,ND,ND,ND,ND,0,0,0,109,0,0,0,16,1295,16,1,1,ND,ND,ND,ND,0,0,0
26013,Banámichi,6,0,0,0,ND,538,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,28,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,28,0,0,0,3,469,3,1,1,ND,ND,ND,ND,0,0,ND,28,0,0,0,3,451,3,3,3,ND,ND,ND,ND,0,0,0,28,0,0,0,3,451,3,3,3,ND,ND,ND,ND,0,0,0
26014,Baviácora,17,0,0,0,ND,786,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,22,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,22,0,0,0,5,710,5,5,5,ND,ND,ND,ND,0,0,ND,22,0,0,0,8,708,8,5,5,ND,ND,ND,ND,0,0,0,22,0,0,0,8,708,8,5,5,ND,ND,ND,ND,0,0,0
26015,Bavispe,5,0,0,0,ND,398,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,24,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,24,0,0,0,4,473,4,1,1,ND,ND,ND,ND,0,0,ND,24,0,0,0,4,450,4,4,4,ND,ND,ND,ND,0,0,0,24,0,0,0,4,450,4,4,4,ND,ND,ND,ND,0,0,0
26016,Benjamín Hill,3,0,0,0,ND,1718,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,40,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,40,0,0,0,3,1742,3,1,1,ND,ND,ND,ND,0,0,ND,40,0,0,0,3,1736,3,1,1,ND,ND,ND,ND,0,0,0,40,0,0,0,3,1783,3,1,1,ND,ND,ND,ND,0,0,0
26017,Caborca,7,0,0,0,ND,19221,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,328,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,1,0,0,ND,328,0,0,0,53,18513,53,1,1,ND,ND,ND,ND,0,0,ND,328,0,0,0,56,19100,56,2,2,ND,ND,ND,ND,0,0,0,328,0,0,0,56,19711,56,2,2,ND,ND,ND,ND,0,0,0
