Clave,Nombre,Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos)
20399,Santa María Atzompa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,367,7012,8874,10839,0,0,ND,887,7829,9726,12411,0,0,ND,808,8820,10415,13263,0,0,ND,0,9434,11277,15350,0,0,ND,ND
20400,Santa María Camotlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,556,639,723,0,0,ND,0,574,712,754,0,0,ND,0,587,697,826,0,0,ND,0,598,683,845,0,0,ND,ND
20401,Santa María Colotepec,ND,ND,ND,0,0,0,412,ND,ND,ND,0,0,ND,2925,2682,3859,4461,0,0,ND,2362,3439,5969,8506,0,0,ND,0,4229,9553,13608,0,0,ND,3371,5399,12904,18903,0,0,ND,ND
20402,Santa María Cortijo,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,256,519,553,0,0,ND,0,264,530,608,0,0,ND,0,271,515,612,0,0,ND,0,283,630,792,0,0,ND,ND
20403,Santa María Coyotepec,ND,ND,ND,0,0,0,467,ND,ND,ND,0,0,ND,0,867,2744,4301,0,0,ND,0,915,2647,4575,0,0,ND,450,992,2387,4002,0,0,ND,0,1051,2528,4373,0,0,ND,ND
20404,Santa María Chachoápam,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,128,216,323,343,0,0,ND,0,223,320,338,0,0,ND,0,225,336,333,0,0,ND,0,232,362,387,0,0,ND,ND
20405,Villa de Chilapa de Díaz,ND,ND,ND,0,0,0,79,ND,ND,ND,0,0,ND,0,977,709,3745,0,0,ND,273,996,2974,4013,0,0,ND,0,1005,3097,3823,0,0,ND,84,1026,3820,5211,0,0,ND,ND
20406,Santa María Chilchotla,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,3496,1985,1952,0,0,ND,0,3551,1999,2376,0,0,ND,0,3781,2173,2564,0,0,ND,842,3665,2337,2948,0,0,ND,ND
20407,Santa María Chimalapa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,1045,1136,1165,0,0,ND,696,1250,1037,1060,0,0,ND,3265,1438,1293,1336,0,0,ND,350,1474,1329,1410,0,0,ND,ND
20408,Santa María del Rosario,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,143,87,123,0,0,ND,0,155,106,140,0,0,ND,0,159,91,126,0,0,ND,0,218,98,142,0,0,ND,ND
20409,Santa María del Tule,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,3083,17421,22030,0,0,ND,1037,3147,16527,24350,0,0,ND,649,3274,18139,22685,0,0,ND,155,3392,16935,23613,0,0,ND,ND
20410,Santa María Ecatepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,29,942,747,984,0,0,ND,0,964,736,1030,0,0,ND,0,990,774,1034,0,0,ND,1426,992,808,1113,0,0,ND,ND
20411,Santa María Guelacé,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,246,335,330,0,0,ND,0,257,361,401,0,0,ND,0,265,393,450,0,0,ND,0,269,363,448,0,0,ND,ND
20412,Santa María Guienagati,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,578,628,743,0,0,ND,2630,612,632,811,0,0,ND,0,677,731,939,0,0,ND,0,757,701,945,0,0,ND,ND
20413,Santa María Huatulco,ND,ND,ND,0,2,ND,1152,ND,ND,ND,0,2,ND,1277,12963,70732,116041,0,2,ND,1540,14615,74820,133941,0,2,ND,399,15240,78293,119119,0,2,ND,0,15963,78470,123211,0,2,ND,ND
20414,Santa María Huazolotitlán,ND,ND,ND,0,0,0,760,ND,ND,ND,0,0,ND,289,2943,3209,4359,0,0,ND,0,3023,4378,4774,0,0,ND,661,3158,4991,6045,0,0,ND,1430,3339,5088,6482,0,0,ND,ND
20415,Santa María Ipalapa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,1329,6019,1354,0,0,ND,625,1360,1543,1627,0,0,ND,0,1418,1509,1577,0,0,ND,0,1478,1584,1721,0,0,ND,ND
20416,Santa María Ixcatlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,238,255,413,0,0,ND,0,334,303,514,0,0,ND,0,335,311,535,0,0,ND,0,242,305,554,0,0,ND,ND
20417,Santa María Jacatepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,2045,2707,2064,0,0,ND,0,2017,2976,3322,0,0,ND,0,2044,3009,3403,0,0,ND,0,2142,2950,3536,0,0,ND,ND
20418,Santa María Jalapa del Marqués,ND,ND,ND,0,1,ND,0,ND,ND,ND,0,1,ND,0,3277,4895,5862,0,1,ND,2969,3346,5236,5815,0,1,ND,0,3405,6263,6751,0,1,ND,1074,3500,6287,7748,0,1,ND,ND
20419,Santa María Jaltianguis,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,312,167,211,0,0,ND,0,313,205,288,0,0,ND,0,319,201,281,0,0,ND,0,328,214,333,0,0,ND,ND
20420,Santa María Lachixío,ND,ND,ND,0,0,0,103,ND,ND,ND,0,0,ND,0,301,233,316,0,0,ND,0,309,252,351,0,0,ND,0,335,309,476,0,0,ND,0,354,280,412,0,0,ND,ND
20421,Santa María Mixtequilla,ND,ND,ND,0,0,0,67,ND,ND,ND,0,0,ND,0,1236,2978,2462,0,0,ND,5929,1281,2819,2603,0,0,ND,0,1299,3170,2920,0,0,ND,0,1361,3160,3168,0,0,ND,ND
20422,Santa María Nativitas,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,188,360,216,312,0,0,ND,106,374,266,407,0,0,ND,0,383,241,363,0,0,ND,0,389,235,356,0,0,ND,ND
20423,Santa María Nduayaco,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,295,3210,157,0,0,ND,0,306,124,170,0,0,ND,0,372,136,197,0,0,ND,0,371,149,235,0,0,ND,ND
20424,Santa María Ozolotepec,ND,ND,ND,0,0,0,388,ND,ND,ND,0,0,ND,0,895,481,571,0,0,ND,1447,982,492,635,0,0,ND,1511,1008,477,617,0,0,ND,0,1036,543,766,0,0,ND,ND
20425,Santa María Pápalo,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,491,275,342,0,0,ND,0,503,332,457,0,0,ND,0,540,372,510,0,0,ND,650,538,435,655,0,0,ND,ND
20426,Santa María Peñoles,ND,ND,ND,0,0,0,838,ND,ND,ND,0,0,ND,0,874,454,593,0,0,ND,4305,870,507,720,0,0,ND,263,1100,570,792,0,0,ND,12199,1168,696,941,0,0,ND,ND
20427,Santa María Petapa,ND,ND,ND,0,0,0,331,ND,ND,ND,0,0,ND,0,1845,2427,2582,0,0,ND,1113,1889,2475,2735,0,0,ND,0,2817,3256,3624,0,0,ND,1726,2904,3957,4596,0,0,ND,ND
20428,Santa María Quiegolani,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,336,205,237,0,0,ND,0,348,176,207,0,0,ND,0,355,244,302,0,0,ND,199,390,257,323,0,0,ND,ND
20429,Santa María Sola,ND,ND,ND,0,0,0,3493,ND,ND,ND,0,0,ND,2058,419,332,327,0,0,ND,0,427,338,363,0,0,ND,0,436,354,409,0,0,ND,0,453,373,454,0,0,ND,ND
20430,Santa María Tataltepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,93,70,95,0,0,ND,0,93,70,102,0,0,ND,0,99,85,125,0,0,ND,0,106,81,131,0,0,ND,ND
20431,Santa María Tecomavaca,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,605,745,682,0,0,ND,118,380,478,605,0,0,ND,0,636,604,707,0,0,ND,0,641,713,865,0,0,ND,ND
20432,Santa María Temaxcalapa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,324,211,224,0,0,ND,0,336,223,251,0,0,ND,0,340,226,254,0,0,ND,0,343,247,281,0,0,ND,ND
20433,Santa María Temaxcaltepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,462,4973,322,0,0,ND,0,480,304,363,0,0,ND,0,508,364,451,0,0,ND,951,532,386,500,0,0,ND,ND
20434,Santa María Teopoxco,ND,ND,ND,0,0,0,4194,ND,ND,ND,0,0,ND,1805,1134,567,561,0,0,ND,0,1196,595,615,0,0,ND,0,1261,630,684,0,0,ND,2513,1313,680,777,0,0,ND,ND
20435,Santa María Tepantlali,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,176,602,1696,514,0,0,ND,0,695,544,689,0,0,ND,0,712,574,709,0,0,ND,0,736,628,851,0,0,ND,ND
20436,Santa María Texcatitlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,284,149,175,0,0,ND,0,295,169,199,0,0,ND,0,293,181,205,0,0,ND,0,294,193,223,0,0,ND,ND
20437,Santa María Tlahuitoltepec,ND,ND,ND,0,0,0,800,ND,ND,ND,0,0,ND,0,1825,306,2338,0,0,ND,1908,1889,1779,2576,0,0,ND,1400,1948,1817,2600,0,1,ND,0,2040,1873,2748,0,1,ND,ND
20438,Santa María Tlalixtac,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,315,172,173,0,0,ND,0,321,223,239,0,0,ND,0,334,286,355,0,0,ND,1858,344,328,382,0,0,ND,ND
20439,Santa María Tonameca,ND,ND,ND,0,0,0,1005,ND,ND,ND,0,0,ND,4152,4374,4894,7796,0,0,ND,13956,5567,7720,9287,0,0,ND,188,5677,8047,10006,0,0,ND,8521,5978,8247,10795,0,0,ND,ND
20440,Santa María Totolapilla,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,280,256,294,0,0,ND,0,282,225,269,0,0,ND,0,293,232,275,0,0,ND,0,290,218,252,0,0,ND,ND
20441,Santa María Xadani,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,387,1689,2333,2064,0,0,ND,627,1778,2472,2278,0,0,ND,82,1840,2603,2463,0,0,ND,222,1897,2644,2624,0,0,ND,ND
20442,Santa María Yalina,ND,ND,ND,0,1,ND,0,ND,ND,ND,0,1,ND,0,197,153,202,0,1,ND,0,202,144,194,0,1,ND,0,205,145,204,0,1,ND,0,206,143,205,0,1,ND,ND
20443,Santa María Yavesía,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,223,173,211,0,0,ND,0,226,183,231,0,0,ND,0,225,182,239,0,0,ND,0,223,185,257,0,0,ND,ND
20444,Santa María Yolotepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,273,115,178,0,0,ND,0,273,127,181,0,0,ND,0,274,113,158,0,0,ND,0,312,129,182,0,0,ND,ND
20445,Santa María Yosoyúa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,335,216,264,0,0,ND,468,341,242,311,0,0,ND,0,350,231,290,0,0,ND,854,366,256,337,0,0,ND,ND
20446,Santa María Yucuhiti,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,119,1521,902,969,0,0,ND,0,1645,812,940,0,0,ND,0,1681,960,1101,0,0,ND,1286,1797,973,1135,0,0,ND,ND
20447,Santa María Zacatepec,ND,ND,ND,0,0,0,1330,ND,ND,ND,0,0,ND,0,3308,3013,4325,0,0,ND,0,4401,4700,5485,0,0,ND,200,4537,5389,6859,0,0,ND,0,4703,5011,6171,0,0,ND,ND
20448,Santa María Zaniza,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,286,191,206,0,0,ND,0,286,189,213,0,0,ND,0,306,152,191,0,0,ND,0,312,228,288,0,0,ND,ND
20449,Santa María Zoquitlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,1171,759,780,0,0,ND,1144,1219,805,837,0,0,ND,0,1296,899,1035,0,0,ND,0,1327,920,1086,0,0,ND,ND
20450,Santiago Amoltepec,ND,ND,ND,0,0,0,6038,ND,ND,ND,0,0,ND,9395,1277,620,755,0,0,ND,0,1381,639,822,0,0,ND,0,1575,865,1063,0,0,ND,3161,1847,875,964,0,0,ND,ND
20451,Santiago Apoala,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,353,190,234,0,0,ND,0,366,205,277,0,0,ND,0,380,223,304,0,0,ND,1490,406,229,331,0,0,ND,ND
20452,Santiago Apóstol,ND,ND,ND,0,0,0,592,ND,ND,ND,0,0,ND,0,1579,1537,1632,0,0,ND,165,1620,1540,1738,0,0,ND,0,1669,1620,1876,0,0,ND,111,1697,1596,1961,0,0,ND,ND
20453,Santiago Astata,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,1109,1643,1782,0,0,ND,0,1137,1613,1791,0,0,ND,0,1182,1924,2299,0,0,ND,0,1213,1935,2409,0,0,ND,ND
20454,Santiago Atitlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,500,133,392,0,0,ND,0,505,342,444,0,0,ND,0,518,361,465,0,0,ND,0,550,356,448,0,0,ND,ND
20455,Santiago Ayuquililla,ND,ND,ND,0,0,0,251,ND,ND,ND,0,0,ND,0,648,607,713,0,0,ND,0,669,633,770,0,0,ND,0,731,649,838,0,0,ND,943,763,720,957,0,0,ND,ND
20456,Santiago Cacaloxtepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,663,501,595,0,0,ND,277,707,531,642,0,0,ND,0,723,548,692,0,0,ND,0,744,583,765,0,0,ND,ND
20457,Santiago Camotlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,358,153,187,0,0,ND,0,227,178,235,0,0,ND,0,230,187,241,0,0,ND,0,229,198,259,0,0,ND,ND
20458,Santiago Comaltepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,500,412,637,0,0,ND,0,501,390,612,0,0,ND,0,502,417,644,0,0,ND,1136,501,403,643,0,0,ND,ND
20459,Santiago Chazumba,ND,ND,ND,0,0,0,109,ND,ND,ND,0,0,ND,112,2011,1495,1853,0,0,ND,508,2046,1513,1978,0,0,ND,668,2092,1581,2132,0,0,ND,1198,2142,1676,2395,0,0,ND,ND
20460,Santiago Choápam,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,1300,1207,1041,0,0,ND,0,1086,889,957,0,0,ND,0,836,789,969,0,0,ND,0,995,739,920,0,0,ND,ND
20461,Santiago del Río,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,369,220,274,0,0,ND,0,373,208,257,0,0,ND,0,380,225,279,0,0,ND,0,395,213,280,0,0,ND,ND
20462,Santiago Huajolotitlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,1434,2052,2381,0,0,ND,0,1505,2049,2586,0,0,ND,0,1524,2191,2705,0,0,ND,0,1552,2147,2836,0,0,ND,ND
20463,Santiago Huauclilla,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,320,185,250,0,0,ND,0,321,181,249,0,0,ND,0,324,178,253,0,0,ND,0,328,195,298,0,0,ND,ND
20464,Santiago Ihuitlán Plumas,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,274,173,237,0,0,ND,0,276,198,287,0,0,ND,0,286,179,257,0,0,ND,0,285,206,331,0,0,ND,ND
20465,Santiago Ixcuintepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,308,695,125,0,0,ND,1551,340,157,153,0,0,ND,0,346,182,172,0,0,ND,0,349,181,198,0,0,ND,ND
20466,Santiago Ixtayutla,ND,ND,ND,0,0,0,54,ND,ND,ND,0,0,ND,2787,1869,1347,1310,0,0,ND,194,1959,1515,1388,0,0,ND,0,2032,1588,1481,0,0,ND,0,2156,1700,1639,0,0,ND,ND
20467,Santiago Jamiltepec,ND,ND,ND,0,0,0,330,ND,ND,ND,0,0,ND,0,4470,6015,9474,0,0,ND,0,5650,7857,9504,0,0,ND,146,5811,8968,10626,0,0,ND,0,5882,9317,11125,0,0,ND,ND
20468,Santiago Jocotepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,2045,1968,2067,0,0,ND,0,2134,2086,2199,0,0,ND,0,2132,2290,2486,0,0,ND,0,2255,2212,2514,0,0,ND,ND
20469,Santiago Juxtlahuaca,ND,ND,ND,0,1,ND,4634,ND,ND,ND,0,1,ND,3365,8298,8156,11813,0,1,ND,816,8507,8411,12829,0,1,ND,149,8807,8780,12855,0,0,ND,1028,9232,9265,13703,0,0,ND,ND
20470,Santiago Lachiguiri,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,1229,1274,620,656,0,0,ND,2000,1379,668,693,0,0,ND,0,1410,749,812,0,0,ND,715,1444,789,925,0,0,ND,ND
20471,Santiago Lalopa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,214,127,149,0,0,ND,0,218,127,157,0,0,ND,0,225,131,171,0,0,ND,0,226,155,210,0,0,ND,ND
20472,Santiago Laollaga,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,979,1291,1365,0,0,ND,0,1002,1290,1386,0,0,ND,1384,1036,1380,1524,0,0,ND,0,1073,1400,1596,0,0,ND,ND
20473,Santiago Laxopa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,474,255,297,0,0,ND,0,474,262,316,0,0,ND,0,479,274,336,0,0,ND,0,495,300,395,0,0,ND,ND
20474,Santiago Llano Grande,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,833,1359,1488,0,0,ND,0,875,1660,1936,0,0,ND,0,935,1866,2287,0,0,ND,0,985,2159,2683,0,0,ND,ND
20475,Santiago Matatlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,2688,2749,3376,0,0,ND,1901,2815,2952,3872,0,0,ND,2497,2913,3073,4027,0,0,ND,0,3013,3233,4499,0,0,ND,ND
20476,Santiago Miltepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,193,153,199,0,0,ND,0,197,142,195,0,0,ND,0,195,144,200,0,0,ND,0,198,144,204,0,0,ND,ND
20477,Santiago Minas,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,293,304,356,0,0,ND,0,369,298,327,0,0,ND,4137,367,292,283,0,0,ND,0,371,304,308,0,0,ND,ND
20478,Santiago Nacaltepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,799,560,683,0,0,ND,857,808,567,748,0,0,ND,0,804,572,757,0,0,ND,0,813,599,832,0,0,ND,ND
20479,Santiago Nejapilla,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,139,121,52,0,0,ND,0,143,38,59,0,0,ND,0,151,40,63,0,0,ND,0,153,44,63,0,0,ND,ND
20480,Santiago Nundiche,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,215,106,159,0,0,ND,0,222,113,177,0,0,ND,0,225,106,171,0,0,ND,101,236,116,189,0,0,ND,ND
20481,Santiago Nuyoó,ND,ND,ND,0,0,0,68,ND,ND,ND,0,0,ND,0,728,429,569,0,0,ND,0,524,332,470,0,0,ND,0,526,302,419,0,0,ND,1864,574,358,510,0,0,ND,ND
20482,Santiago Pinotepa Nacional,ND,ND,ND,0,1,ND,1709,ND,ND,ND,0,1,ND,1403,12355,28095,44722,0,1,ND,2490,15773,35381,53008,0,1,ND,203,16004,37421,53537,0,1,ND,0,16371,36970,55810,0,1,ND,ND
20483,Santiago Suchilquitongo,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,2416,3303,3680,0,0,ND,256,2506,3403,3941,0,0,ND,168,2581,3547,3940,0,0,ND,0,2676,3512,4166,0,0,ND,ND
20484,Santiago Tamazola,ND,ND,ND,0,1,ND,0,ND,ND,ND,0,1,ND,250,1289,1396,1780,0,1,ND,973,1327,1380,1840,0,1,ND,56,1363,1540,2090,0,1,ND,131,1372,1576,2208,0,1,ND,ND
20485,Santiago Tapextla,ND,ND,ND,0,0,0,43,ND,ND,ND,0,0,ND,0,539,799,793,0,0,ND,0,582,847,869,0,0,ND,290,612,1064,1224,0,0,ND,931,619,1138,1350,0,0,ND,ND
20486,Villa Tejúpam de la Unión,ND,ND,ND,0,0,0,135,ND,ND,ND,0,0,ND,215,893,815,862,0,0,ND,0,923,829,983,0,0,ND,0,937,945,1112,0,0,ND,165,968,950,1218,0,0,ND,ND
20487,Santiago Tenango,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,1084,544,488,672,0,0,ND,1802,579,473,650,0,0,ND,952,590,538,769,0,0,ND,0,605,542,794,0,0,ND,ND
20488,Santiago Tepetlapa,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,77,56,87,0,0,ND,0,79,65,108,0,0,ND,0,77,68,135,0,0,ND,0,78,60,108,0,0,ND,ND
20489,Santiago Tetepec,ND,ND,ND,0,0,0,93,ND,ND,ND,0,0,ND,0,1111,693,844,0,0,ND,918,1142,953,934,0,0,ND,0,1163,1078,1088,0,0,ND,0,1174,1135,1193,0,0,ND,ND
20490,Santiago Texcalcingo,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,3479,614,273,279,0,0,ND,0,654,296,304,0,0,ND,0,694,312,321,0,0,ND,0,727,347,393,0,0,ND,ND
20491,Santiago Textitlán,ND,ND,ND,0,0,0,1679,ND,ND,ND,0,0,ND,2210,1054,760,1150,0,0,ND,1618,1086,734,876,0,0,ND,1019,1114,719,925,0,0,ND,0,1129,609,789,0,0,ND,ND
20492,Santiago Tilantongo,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,1032,462,606,0,0,ND,0,1056,458,637,0,0,ND,0,1074,516,708,0,0,ND,475,1090,677,1026,0,0,ND,ND
20493,Santiago Tillo,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,355,320,340,0,0,ND,129,461,325,364,0,0,ND,0,464,357,395,0,0,ND,0,468,359,419,0,0,ND,ND
20494,Santiago Tlazoyaltepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,830,498,385,480,0,0,ND,3744,852,514,643,0,0,ND,859,885,550,683,0,0,ND,2644,972,603,766,0,0,ND,ND
20495,Santiago Xanica,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,567,384,177,200,0,0,ND,0,457,195,219,0,0,ND,1148,531,249,272,0,0,ND,0,570,285,326,0,0,ND,ND
20496,Santiago Xiacuí,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,848,692,946,0,0,ND,0,872,729,1085,0,0,ND,0,878,697,998,0,0,ND,0,888,718,1048,0,0,ND,ND
20497,Santiago Yaitepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,685,281,641,0,0,ND,503,712,636,670,0,0,ND,0,746,711,803,0,0,ND,5000,777,754,875,0,0,ND,ND
20498,Santiago Yaveo,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,409,459,645,0,0,ND,0,486,399,498,0,0,ND,0,670,696,828,0,0,ND,1037,684,752,986,0,0,ND,ND
20499,Santiago Yolomécatl,ND,ND,ND,0,1,ND,0,ND,ND,ND,0,1,ND,0,927,35,1547,0,1,ND,0,962,1058,1657,0,1,ND,0,991,1021,1613,0,1,ND,0,1022,1103,1769,0,1,ND,ND
20500,Santiago Yosondúa,ND,ND,ND,0,0,0,61,ND,ND,ND,0,0,ND,0,2384,992,1413,0,0,ND,0,2442,1231,1600,0,0,ND,0,2484,1235,1648,0,0,ND,936,2530,1267,1764,0,0,ND,ND
20501,Santiago Yucuyachi,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,466,363,448,0,0,ND,336,486,374,489,0,0,ND,0,491,401,561,0,0,ND,0,502,423,585,0,0,ND,ND
20502,Santiago Zacatepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,1000,1097,570,837,0,0,ND,0,1123,727,967,0,0,ND,0,1170,756,966,0,0,ND,0,1407,886,1243,0,0,ND,ND
20503,Santiago Zoochila,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,189,132,155,0,0,ND,0,191,142,173,0,0,ND,0,192,144,176,0,0,ND,0,194,143,177,0,0,ND,ND
20504,Nuevo Zoquiápam,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,475,431,513,0,0,ND,0,487,479,607,0,0,ND,0,491,455,541,0,0,ND,0,492,507,636,0,0,ND,ND
20505,Santo Domingo Ingenio,ND,ND,ND,0,1,ND,0,ND,ND,ND,0,1,ND,757,2321,4302,4571,0,1,ND,1279,2384,4358,4955,0,1,ND,0,2443,4807,5625,0,1,ND,0,2561,4921,5985,0,1,ND,ND
20506,Santo Domingo Albarradas,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,214,191,259,0,0,ND,0,221,196,264,0,0,ND,0,228,178,220,0,0,ND,0,230,186,235,0,0,ND,ND
20507,Santo Domingo Armenta,ND,ND,ND,0,0,0,748,ND,ND,ND,0,0,ND,0,724,1205,1263,0,0,ND,410,738,1233,1318,0,0,ND,0,744,1322,1446,0,0,ND,0,775,1414,1674,0,0,ND,ND
20508,Santo Domingo Chihuitán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,529,715,711,0,0,ND,0,545,722,745,0,0,ND,0,571,745,761,0,0,ND,213,574,785,874,0,0,ND,ND
20509,Santo Domingo de Morelos,ND,ND,ND,0,0,0,3996,ND,ND,ND,0,0,ND,3697,1685,1558,1460,0,0,ND,0,1740,1709,1647,0,0,ND,1563,2018,1846,1858,0,0,ND,12523,2128,2189,2474,0,0,ND,ND
20510,Santo Domingo Ixcatlán,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,810,1444,836,0,0,ND,0,458,744,1122,0,0,ND,0,283,351,405,0,0,ND,0,286,218,264,0,0,ND,ND
20511,Santo Domingo Nuxaá,ND,ND,ND,0,0,0,88,ND,ND,ND,0,0,ND,794,674,344,463,0,0,ND,3625,695,375,505,0,0,ND,0,718,432,594,0,0,ND,987,774,445,633,0,0,ND,ND
20512,Santo Domingo Ozolotepec,ND,ND,ND,0,0,0,0,ND,ND,ND,0,0,ND,0,186,113,144,0,0,ND,0,190,131,183,0,0,ND,0,190,130,186,0,0,ND,0,192,122,181,0,0,ND,ND
